CMDT_NAME,CHRC_NM,RLSE_DATE,KEYWORDS
나의 쁄라,서유진,2022-10-20,한국소설
왜 아무도 고슴도치를 쓰다듬어 주지 않을까,안드레이 쿠르코프,2022-10-20,유아그림책 | 슬픔 | 외로움 | 자존감 | 친구
"꼬마 유령 아치, 코치, 소치 2: 꼬마 유령 아치와 포동포동 아이스크림",가도노 에이코,2022-10-20,모험
눈물을 심어본 적 있는 당신에게,이주혜,2022-10-21,사랑 | 우정 | 한국에세이
무서움을 한 방에 날리는 방법,#,2022-10-21,유아그림책 | 용기 | 감정조절 | 불안감
난 도둑이 아니야!,임서경,2022-10-21,실수 | 용기
불어봐! 후우,하루노 마이,2022-10-21,유아그림책
판다 여행사,#,2022-10-24,유아그림책 | 숨은그림찾기
백 만년 동안 내리는 비(큰글자책),전경일,2022-10-25,사랑 | 한국소설
"말 잘하는 아이, 글 잘 쓰는 아이",백승권,2022-10-25,자녀교육 | 공감
그 말 한마디,최우림,2022-10-25,한국에세이 | 위로
바닷속 타임캡슐 침몰선 이야기,야마후네 고타로,2022-10-25,과학이야기 | 교양과학
말이야와 친구들 6,김정욱,2022-10-25,감동 | 어린이만화
who? special 손흥민,강진희,2022-10-26,어린이학습만화 | 아동학습만화 | 축구선수
빅지니어스: 천재들의 기상천외한 두뇌 대결,김은영,2022-10-26,AI
디지털 트렌드 2023,김지혜,2022-10-26,경제전망
일어서는 길,강희수,2022-10-26,한국에세이
판다 베어,주노,2022-10-27,한국소설 | 직장인
쿠키런 킹덤스쿨 6: 바른 금융 vs 나쁜 금융,김언정,2022-10-27,아동학습만화 | 어린이학습만화
개마법사 쿠키와 일요일의 돈가스,이승민,2022-10-28,어린이동화 | 상상
나의 월급 독립 프로젝트(리마스터 에디션),유목민,2022-10-28,경제적자유 | 주식투자 | 단타
위안이 된다는 것,안셀름 그륀,2022-10-28,위로 | 힐링 | 일상 | 행복 | 자연 | 심리 | 대화
대항해시대 최초의 정복자들,로저 크롤리,2022-10-28,세계사이야기 | 용기
수상한 초콜릿 가게,김예은,2022-10-28,한국소설
국어가 쉬워지는 초등 어휘력 사전,이미선,2022-10-28,문해력
지옥에서 보낸 7일,신정일,2022-10-28,한국소설
커다란 비밀 친구,경혜원,2022-10-28,유아그림책 | 우정
반장으로서의 책임과 의무 1,#,2022-10-28,일상만화 | 친구 | 성장
오늘의 미디어 문해력,전국사회교사모임,2022-10-30,정치 | 경제 | 뉴스 | 문화
귀신이다냥,오쓰카 겐타,2022-10-30,유아그림책
조이스의 율리시스 입문,숀 쉬한,2022-10-30,서양고전
인생 쫌 아는 아이,김희정,2022-10-30,어린이동화 | 성장 | 갈등
동물과 말하는 아이 릴리 6: 아기 판다의 엄마를 찾아 줘!,타냐 슈테브너,2022-10-30,우정
내가 정말 좋아하는 소설가를 죽이기까지,샤센도 유키,2022-10-30,일본소설 | 추리소설 | 미스터리소설
초등 공부는 잘 읽는 것만으로 충분합니다,오지영,2022-10-31,자녀교육
유치원에 가면 집에 가고 싶어요,이상교,2022-10-31,유아그림책 | 행복
사망에서 생명으로,윤명선,2022-10-31,한국에세이
하늘을 꿰뚫는 신마의 검 2,타카기 코이치,2022-11-01,일본소설
나의 체류기,오기환,2022-11-01,한국에세이 | 철학 | 탐구
랜선 아빠,제성은,2022-11-01,어린이동화 | 사랑
리마케팅하라!,박노성,2022-11-01,마케팅전략
가장 인간적인 미래,윤송이,2022-11-01,인문교양서 | 철학
생각놀이 느낌놀이 2세 지능개발,애플비북스 편집부,2022-11-01,두뇌계발
아이 마음을 다 안다는 착각,천근아,2022-11-02,자녀교육 | ADHD
"다산, 어른의 하루",조윤제,2022-11-02,삶의지혜 | 조언
날빛둥이가 속삭인다,아침나무,2022-11-03,한국에세이 | 자연 | 사랑 | 자연
도술 글자 3: 마지막 글자,박하익,2022-11-04,어린이동화 | 모험
벤꾸리 가계부 다이어리,강희연,2022-11-04,재테크
도술 글자 2: 날개를 가진 아이,박하익,2022-11-04,어린이동화 | 모험
우중괴담,미쓰다 신조,2022-11-04,일본소설 | 괴담
오늘부터 다시 친구,#,2022-11-04,어린이동화 | 우정
보노보 핸드셰이크,버네사 우즈,2022-11-07,교양과학
하버드 새벽 4시 반(오리지널 초판본 에디션),웨이슈잉,2022-11-07,자기관리 | 처세 | 성공법 | 열정
주디스 버틀러의 젠더 허물기 읽기,조현준,2022-11-07,인문교양서
기억의 숲을 지나,#,2022-11-07,유아그림책 | 과거 | 행복
있는 그대로 알제리,박연구원,2022-11-10,문화 | 역사
내 통장 구제하기 프로젝트,이삭,2022-11-10,투자가이드 | 자산관리 | 경제적자유
뭉치자! 통일소년단,조소정,2022-11-10,어린이동화 | 우정 | 응원
코끼리섬,레오 티머스,2022-11-10,유아그림책 | 친구
"강원도, 느림의 미학",유현옥,2022-11-10,문화 | 역사 | 여행가이드북 | 국내여행
잠이 솔솔 핫초코,양선,2022-11-10,유아그림책
정은영의 속 다방열전,정은영,2022-11-11,한국에세이 | 청춘
시발;연,niNAno,2022-11-11,한국소설
신혼 엔딩,이진영,2022-11-11,한국에세이 | 가족
이웃집 히어로 영 섀도,벤 시어스,2022-11-11,어린이동화
말이 쑥쑥 자라나는 그림책 육아,이미래,2022-11-11,자녀교육 | 문해력 | 대화
11월 13일의 불꽃 청년 전태일의 꿈,윤자명,2022-11-13,어린이동화 | 한국근현대사
끌리는 유튜브 성공법칙,선우의성,2022-11-14,크리에이터 | 트렌드
나는 너무 오래 따뜻하지 않았다,차현숙,2022-11-14,한국에세이
"공간, 시대를 기억하다",김명식,2022-11-15,인문교양서
"과학, 명화에 숨다",김달우,2022-11-15,교양과학
1일 1페이지 채근담,홍자성,2022-11-15,인문교양서
킹받는 사춘기  학원엔 없는 인생비밀,마시멜로 스푼,2022-11-15,이해 | 공감 | 감정
"앙코르와트, 지금 이 순간(큰글자도서)",김문환,2022-11-15,여행가이드북
캐나다에 말 걸기(큰글자도서),최혜자,2022-11-15,여행가이드북
"거기, 그곳에: 세상 끝에 다녀오다",지미 친,2022-11-15,모험
머니 트렌드 2023,정태익,2022-11-15,경제전망
초등 맞춤법 수업,#,2022-11-15,맞춤법
부모라는 기회,이성아,2022-11-15,자녀교육 | 성장
토익 마법 2주의 기적 Listening,이교희,2022-11-16,토익 | 리스닝
나 사랑하는 거 마쭈?,마쭈,2022-11-17,한국에세이 | 그림에세이
해방 1,E L 제임스,2022-11-17,영미소설 | 로맨스소설
AI는  중립적인가?,박재형,2022-11-17,암호화폐
어린이를 위한 역사의 쓸모 3: 조선 후기-근현대,최태성,2022-11-17,인문학 | 성장
남원 귀농귀촌 10인10색 사람책,정영상 외 9인,2022-11-18,자연 | 한국에세이 | 자전적에세이
커뮤니티는 어떻게 브랜드의 무기가 되는가,이승윤,2022-11-18,마케팅전략 | 라이프스타일
기획자의 생각법(리커버판),김희영,2022-11-20,직장처세
인생 커트라인은 60점이면 충분하다,김태민,2022-11-20,성공 | 한국에세이 | 성장 | 변화
당신을 읽느라 하루를 다 썼습니다,공백,2022-11-21,한국에세이 | 독서
왜 코인에 투자해야 하는가,김성훈,2022-11-21,혁신
이만큼이나 낭만적이고 멋진 사람,오휘명,2022-11-21,한국에세이 | 고민
불멸의 문장들,방정환,2022-11-22,한국에세이
아인슈타인,제레미 번스타인,2022-11-22,과학자
너의 하루가 궁금해,#,2022-11-22,유아그림책 | 하루 | 친구
오히려 학교,#,2022-11-23,고민 | 소통
이 진리가 당신에게 닿기를,돈 미겔 루이스,2022-11-23,교양철학 | 사랑 | 지혜 | 행복
"B2B 경영, 훅하고 딜하라",배재훈,2022-11-23,경영전략 | 경쟁력 | 아이디어 | 마케팅
케테 콜비츠 평전,유리 빈터베르크,2022-11-23,예술 | 삶
엑스레이_ 어제 오늘 내일을 찍다,명록,2022-11-24,과거 | 미래 | 청소년에세이
칵테일 코덱스,알렉스 데이,2022-11-25,노하우
네버 투 스몰,조엘 비스,2022-11-25,아이디어 | 지혜
봄·여름·가을·겨울 언제나 너를 사랑해,샘 맥브래트니,2022-11-25,유아그림책 | 성장 | 가족 | 사랑
달 너머로 달리는 말(리커버 에디션),김훈,2022-11-25,한국소설 | 자연 | 신화
오웰의 장미,리베카 솔닛,2022-11-25,인문교양서 | 권력
자유주의,에드먼드 포셋,2022-11-25,민주주의 | 교양철학
인간의 제로는 뼈,마이조 오타로,2022-11-25,일본소설 | 성장 | 삶 | 서사
그해 여름의 저편,이병필,2022-11-25,한국에세이
설리화야 설리화야,이룸,2022-11-25,한국소설 | 로맨스소설
나만을 위한 레이 달리오의 원칙,레이 달리오,2022-11-25,자기관리 | 처세 | 목표
우리들은 닮았다,릭 퀸,2022-11-25,교양과학
위대한 기업은 한 문장을 실천했다,정강민,2022-11-25,리더십 | 경영전략 | 조직관리 | 창업 | 벤치마킹
어떤 동행,해성고17회 편집부,2022-11-26,우정 | 청춘 | 한국에세이
눈 토끼,카미유 가로쉬,2022-11-28,유아그림책
과학이 사랑에 대해 말해줄 수 있는 모든 것,애나 마친,2022-11-28,인류학 | 교양과학 | 과학이야기
뭐 해 먹고 살지?,#,2022-11-28,유아그림책 | 일상 | 공감
"글, 우리도 잘 쓸 수 있습니다",박솔미,2022-11-28,맞춤법 | 글쓰기
"마음, 평화",허재석,2022-11-29,명상 | 마음챙김
광장과 젠더,소영현,2022-11-29,인문교양서
낭만적 거짓과 소설적 진실(리커버),르네 지라르,2022-11-30,욕망 | 깨달음 | 삶
100년 인생 달력,오스미 리키,2022-11-30,자기계발 | 동기부여 | 자기관리 | 처세
강원도 마음사전,김도연,2022-11-30,한국에세이 | 성찰
나는야 코딱지 코지,#,2022-11-30,유아그림책
이수의 일기(한영 합본),#,2022-11-30,한국에세이 | 그림에세이 | 열정 | 성장
이야기로 만나는 제주의 나무,#,2022-11-30,교양과학
저랑 거래하실래요?,이수용,2022-11-30,어린이동화
몸짓의 철학,이동영,2022-11-30,교양철학 | 일상 | 성찰
폴리매스는 타고나는가,피터 홀린스,2022-11-30,공부법
해리포터 무비 스크랩북: 친구와 적,조디 리벤슨,2022-11-30,영화원작소설 | 영미소설
인구 미래 공존(큰글자도서),조영태,2022-11-30,경제전망
오늘도 반짝이는 너에게,그림에다,2022-11-30,한국에세이 | 그림에세이 | 일상
예루살렘의 아이히만(리커버),한나 아렌트,2022-11-30,서양철학
바람의 독서법,김선영,2022-12-01,한국소설 | 고민
오늘의 교양,로랑 아베주,2022-12-01,인문교양서 | 세계사
who? 한국사 25: 조광조,권용찬,2022-12-01,어린이학습만화 | 아동학습만화
인생에서 성공보다 더 중요한 것들,이래하,2022-12-01,자기관리 | 처세 | 열정 | 명상 | 마음챙김 | 극복
who? 한국사 26: 이황·이이,카툰박스,2022-12-01,어린이학습만화 | 아동학습만화
who? 한국사 40: 흥선 대원군. 명성 황후,지노,2022-12-01,어린이학습만화 | 아동학습만화
나의 도전,김명자,2022-12-01,성공스토리 | 창업 | 열정
Who? 한국사 A세트(1~20권),최재훈,2022-12-01,어린이학습만화 | 아동학습만화
who? 한국사 10: 원효/의상,권용찬,2022-12-01,어린이학습만화 | 아동학습만화
이별에 보내는 편지,브리지드 케머러,2022-12-02,영미소설 | 아픔 | 우정 | 용기 | 성장 | 사랑
어제도 오늘도 퇴준생입니다 (큰글자도서),박철홍,2022-12-02,한국에세이 | 회사생활
100곰,#,2022-12-02,유아그림책
아들에게는 아들의 속도가 있습니다,정현숙,2022-12-02,자녀교육
영감의 말들,김목인,2022-12-04,일상 | 한국에세이
2023 큰별쌤 최태성의 별별한국사 한국사능력검정시험 심화(1 2 3급)(하),최태성,2022-12-05,한국사능력검정시험
당신이 모르는 이야기,황시운,2022-12-05,일상 | 용기 | 한국에세이
"CFO, 가치 경영자",리즈 멜런,2022-12-05,경영전략
"나의 외국어, 당신의 모국어",이보현,2022-12-05,한국에세이
모든 소년이 파랗지는 않다,조지 M. 존슨,2022-12-05,영미에세이 | 분노
브레이브,라이언 홀리데이,2022-12-07,교양철학 | 습관 | 마인드컨트롤 | 용기
소녀를 아는 사람들,정서영,2022-12-07,한국소설 | 추리소설 | 미스터리소설 | 이해 | 공감
"호야의 티키타카 경제왕 1: 아빠, 나도 돈을 벌고 싶어요",달콤팩토리,2022-12-07,어린이학습만화 | 아동학습만화
금오도,#,2022-12-07,한국에세이
결국은  사람,장한이,2022-12-07,인간관계
"다시, 아마추어",수상한 커튼,2022-12-07,한국에세이
뷰티 CEO,조휴갑,2022-12-08,한국에세이 | 자전적에세이
심술 1000단 심똘이 1~3 세트,이정문,2022-12-09,어린이만화 | 코믹만화
세계사 신박한 정리,박영규,2022-12-09,세계사이야기 | 인류문명
30년차 치과의사 최유성의 생각,최유성,2022-12-10,건강이야기 | 한국에세이
마음의 병에 걸리는 아이들,미즈노 마사후미,2022-12-10,친구
미지의 파랑 3,차율이,2022-12-10,어린이동화 | 조선시대 | 우정
어떻게 미래 인재로 키울 것인가?,주기곤,2022-12-10,자녀교육 | 창의력
성과를 내는 팀장의 완벽한 리더십,유경철,2022-12-10,신뢰 | 동기부여
하루 10분 문해력 글쓰기(초등 1~2학년용),박재찬,2022-12-10,글쓰기
기기묘묘 고물 자판기 1,이수용,2022-12-12,어린이동화 | 욕망 | 고민 | 성장
이상한 나라의 괜찮은 말들,하정,2022-12-12,한국에세이
심리학이 조조에게 말하다 세트,천위안,2022-12-12,자기관리 | 처세
자라나는 숲속의 보물들,최형미,2022-12-14,자연
혼자를 짓는 시간,김헤니,2022-12-14,한국에세이 | 창작 | 고독
갱년기 교과서,다카오 미호,2022-12-15,생활습관
"분명히 봤다고요, 매머드!",#,2022-12-15,유아그림책 | 모험 | 신뢰 | 소통
밀랍 인형,피터 러브시,2022-12-15,영미소설 | 미스터리소설
머털도사 재원 엄마의 편지,박숙희,2022-12-15,한국에세이
마법거미 저주개미,하신하,2022-12-15,어린이동화 | 소통
홀로 남은 노래,이정숙,2022-12-15,한국소설
사라질 수 없는 사람들,제니퍼 M. 실바,2022-12-15,민주주의
"내 인생, 압축 성장의 기술",김미희,2022-12-19,성장 | 자기관리 | 처세
우리는 천천히 오래오래,백신애,2022-12-20,한국소설 | 사랑
위대한 나의 발견,김재은,2022-12-20,자기관리 | 처세 | 루틴
코끝의 언어(큰글자책),주드 스튜어트,2022-12-20,인문교양서 | 미래
쉽게 읽는 고전소설 6: 홍계월전  유충렬전,서보영,2022-12-20,사고력 | 한국소설
쉽게 읽는 고전소설 9: 장화홍련전  숙영낭자전,황혜진,2022-12-20,사고력 | 한국소설
세포(큰글자책),남궁석,2022-12-20,교양과학
마음을 입력할 수는 없나요,임어진,2022-12-20,어린이동화
다섯 밤만 더 자면 크리스마스,지미 팰런,2022-12-20,유아그림책
어리고 멀쩡한 중독자들,키슬,2022-12-20,한국에세이 | 용기
"예, 여기 있습니다",곽경옥,2022-12-20,한국에세이
명탐정 티미 5: 가지고 있으면 안 될 기밀문서,#,2022-12-20,어린이동화
아기곰의 첫 번째 크리스마스,카르마 윌슨,2022-12-20,유아그림책 | 친구 | 행복
책공방 탐사,김진섭,2022-12-20,문화
밀턴의 비밀,에크하르트 톨레,2022-12-21,불안 | 행복 | 두려움 | 어린이동화
함께 오를래요?,김선화,2022-12-22,한국에세이
그렇게 할 수밖에,최도담,2022-12-22,진실 | 반전 | 한국소설
빨간 썰매,이은영,2022-12-22,유아그림책
너와 나의 점심시간,김선정,2022-12-22,한국에세이
시체를 보는 사나이 3부: 다크킹덤 1,공한K,2022-12-22,미스터리소설 | 추리소설 | 한국소설
조이스박의 오이스터 영어교육법,조이스 박,2022-12-22,뇌과학 | 자녀교육
이렇게 말이야,#,2022-12-22,유아그림책 | 사랑 | 변화
아내를 모자로 착각한 남자,올리버 색스,2022-12-23,과학이야기 | 교양과학
검은 고양이,백건우,2022-12-23,한국소설
"그림, 삶이 되다",#,2022-12-25,한국에세이 | 그림에세이 | 삶의의미 | 사랑
투르 드 몽블랑,이영철,2022-12-25,여행가이드북
황제도 탈모는 무서워,전서현,2022-12-25,생활습관
지형근,나도향,2022-12-25,한국소설
데일 카네기 자기 관리론(무삭제 완역본),데일 카네기,2022-12-25,성공 | 걱정 | 심리 | 처세 | 불안 | 마음
해빗 메카닉,존 핀,2022-12-26,자기관리 | 처세 | 동기부여
오니쿡 요리책,조윤희,2022-12-29,레시피
2023 큰별쌤 최태성의 별별한국사 기출 500제 한국사능력검정시험 기본(4 5 6급),최태성,2022-12-29,한국사능력검정시험
우리누나 3,#,2022-12-30,일상만화
세계의 역사 6: 몽골 제국과 동서 교류,#,2022-12-30,아동학습만화 | 어린이학습만화
오후의 예항/짐승들의 유희,미시마 유키오,2022-12-30,일본소설 | 가족 | 아버지
조선조 서예미학,조민환,2022-12-30,철학
건강한 농장의 사계절,수지 베하르,2022-12-30,유아그림책
중국과 아세안 2: 상호 의존과 경제협력,박소희,2022-12-30,국제정치
LIVE 세계사 9: 서아시아,권용찬,2022-12-31,어린이학습만화 | 아동학습만화 | 어린이교양
10대라면 반드시 알아야 할 교양 개념어 사전,신성권,2022-12-31,경제 | 철학 | 심리 | 정치 | 사회
"세기의 두 지식인, 사르트르와 아롱",장 프랑수아 시리넬리,2023-01-02,역사
네모 퀴즈 맞히며 속담 300,해비치,2023-01-02,어린이교양 | 사고력
밤나무 검사의 자화상,송종의,2023-01-02,회고록
한삼국지,임창석,2023-01-02,한국소설
비건을 경영하다,조은희,2023-01-02,경영전략
열려라 말놀이,보리 편집부,2023-01-02,사고력
시원스쿨 토익학습지 기본편,시원스쿨어학연구소,2023-01-02,토익
항전별곡,김학철,2023-01-02,한국소설
이한우의 설원(하),이한우,2023-01-02,중국고전
라이크 팔로우 리벤지,엘러리 로이드,2023-01-02,영미소설 | 윤리
내 안의 여성성 마주하기,로버트 A. 존슨,2023-01-03,교양심리 | 인간관계
어느 장의사의 일기,아오키 신몬,2023-01-03,일본소설 | 영화원작소설 | 삶 | 죽음 | 깨달음
겨울이 마주한 봄은 멍멍이에요,강이서,2023-01-04,한국소설 | 성장 | 용기
기타 1도 모르는데 4인조 밴드,마스이 준코,2023-01-05,한국소설 | 우정 | 성장
2080년의 낭만,이하은,2023-01-05,한국소설 | 소통
초콜릿이 너무 비싸요!,미셸 멀더,2023-01-05,믿음 | 성장 | 어린이동화 | 응원
아이와 통하는 아빠의 말,김범준,2023-01-05,자녀교육 | 소통
승자 없는 승부,신용태,2023-01-05,논픽션
독서로의 초대,배종경,2023-01-05,자기계발
피렌체 서점 이야기,로스 킹,2023-01-06,교양세계사
컬처덱,박창선,2023-01-06,조직관리
나는 진정한 열 살,배지영,2023-01-06,어린이동화 | 성장
죄수와 작가,헤더 캠로드,2023-01-10,진실
자렛의 민트 컬렉션,#,2023-01-10,어린이동화 | 우정
딸랑 예술학교 3,김언정,2023-01-10,코믹만화
전지적 건설 엔지니어 시점,양동신,2023-01-11,한국에세이 | 인생 | 성장
적당히 느슨하게 조금씩 행복해지는 습관,바쿠@정신건강의,2023-01-11,마인드컨트롤 | 감정 | 용기
연기 수업,닉 드르나소,2023-01-11,일상
어른 없는 세계,알바로 콜로메르,2023-01-11,바이러스 | 인류 | 사랑
픽사  위대한 도약,로렌스 레비,2023-01-11,경영전략
땡초의 마법,박다솜,2023-01-12,모험 | 유아그림책
세계사와 포개 읽는 한국 100년 동안의 역사 7: 조선 왕비 시해되다,김용삼,2023-01-12,세계사이야기 | 한국근현대사
슈퍼멘탈: 원하는 모든 것을 이루어내게 하는 ‘힘’,박광철,2023-01-12,자기관리 | 처세 | 목표 | 신념
나는 조건 없이 나를 사랑한다,지에스더,2023-01-13,한국에세이 | 글쓰기 | 사랑 | 응원
스즈메의 문단속 스페셜 에디션,신카이 마코토,2023-01-13,일본소설
광안리 조 약사의 신박한 치질 이야기,조홍규,2023-01-13,생활습관
재와 빨강(리마스터판),편혜영,2023-01-13,한국소설 | 일상
유튜브 왕초보 영어 문법,Mike Hwang,2023-01-14,영어문법
국어과 선생님이 뽑은 한국 단편 소설: 근현대·신소설,채만식,2023-01-15,한국소설
문해력 강한 아이의 비밀,최지현,2023-01-16,자녀교육
말러,노승림,2023-01-16,인문교양 | 삶
어린이를 위한 철학의 쓸모,오가와 히토시,2023-01-16,인간관계
퇴사준비생의 도쿄 2,시티호퍼스,2023-01-17,경영전략
해시태그 그리스(2023~2024),조대현,2023-01-17,여행가이드북
인어공주의 노래,이은하,2023-01-17,유아그림책 | 배려
오소리의 음악대,줄리아 도널드슨,2023-01-17,유아그림책
빨간 병아리,이준연,2023-01-17,유아그림책 | 배려
명상과 함께 하는 삶,김지나,2023-01-18,자기관리 | 처세 | 마음 | 위로 | 깨달음
인구 대역전(큰글자도서),찰스 굿하트,2023-01-20,변화 | 경제전망
사실과 의견 그리고 로봇,#,2023-01-20,사고력 | 문해력 | 어린이동화
그레인 브레인,데이비드 펄머터,2023-01-20,뇌과학
제2한강,권혁일,2023-01-20,한국소설
나무와 새,정이식,2023-01-20,한국소설
다정소감(큰글자도서),김혼비,2023-01-20,일상 | 감정 | 마음 | 한국에세이
12세 전에 완성하는 뇌과학 독서법,김대식,2023-01-20,자녀교육
대화의 밀도,류재언,2023-01-20,한국에세이
엄 선생의 작문시간,엄대용,2023-01-20,한국에세이
"과학이슈 하이라이트 Vol 5: 감염병 X, 바이러스와 인류",오혜진,2023-01-20,인류 | 미래
달걀 마법사 토와 3,미야시타 에마,2023-01-23,모험 | 어린이소설
꽃기린 편지,이수경,2023-01-25,한국에세이 | 친구 | 위로
지구 반대편으로 푹 푹 푹!,웬다 셔레티,2023-01-25,친구 | 유아그림책
현직 교사가 내 아이에게 몰래 읽히고 싶은 진로 도서 50,배혜림,2023-01-25,자녀교육
고통의 곁에 우리가 있다면,채정호,2023-01-25,인문교양서 | 극복
함께 줄넘기,#,2023-01-25,친구 | 우정 | 유아그림책
"아무튼, 현수동",장강명,2023-01-25,한국에세이 | 상상
결혼진술서,김원,2023-01-25,한국에세이 | 성찰 | 극복 | 결혼생활
곳비 꽃비 1,이은소,2023-01-25,한국소설 | 로맨스소설
환동해의 중심 울릉도.독도,권용휘,2023-01-26,국제정치
비밀요원 레너드 14: 달에 사는 토끼가 사라졌다!,박설연,2023-01-26,어린이동화
박물관에서,바림,2023-01-26,유아그림책
다피 다운 딜리,서지현,2023-01-27,한국소설
모두를 이해하지 않아도 다 껴안을 필요도(큰글자책),달밑,2023-01-27,한국에세이 | 공감 | 극복 | 고통 | 이해
대학,난다,2023-01-27,인문교양서
서정의 파문,황선열,2023-01-27,철학
짧은 휴가,#,2023-01-30,한국에세이
흰눈과 돼지고기,김철희,2023-01-30,한국에세이 | 가족 | 희로애락 | 삶
진중일지로 본 일본군 위안소,하종문,2023-01-30,한국사
지금 우리가 바꾼다,일로나 코글린,2023-01-30,변화 | 실천
붉은 모래를 박차다,이시하라 넨,2023-01-30,가족 | 죽음 | 극복 | 일본소설
하나씩 알아가는 우리몸,루안 콜롬보,2023-01-30,어린이교양
나폴레온 힐 성공의 법칙 2,나폴레온 힐,2023-01-30,자기관리 | 처세
"대학을 졸업하면, 멋진 인생이 펼쳐질 줄 알았다",옴스,2023-01-30,자기관리 | 처세 | 회사생활 | 성장
100% 득을 보는 대화법,아라이 요시카즈,2023-01-30,대화 | 화술 | 질문법
엘랏소에,달시 리틀 배저,2023-01-30,영미소설 | 모험
시티 오브 미러 2,저스틴 크로닌,2023-01-30,영미소설 | 판타지 | 바이러스
초등 공부  습관으로 정복하기(큰글자도서),김기용,2023-01-31,자녀교육
가우스전자: 신입사원 편,김민정,2023-01-31,마인드셋
사랑하면 헷갈리게 하지 않는다,마크 최,2023-01-31,한국에세이 | 사랑 | 감정 | 인간관계
법학개론,홍완식,2023-01-31,정치 | 경제
모르는 척 하지마 네 얘기야,대구문예창작영재교육원,2023-01-31,고민 | 우정 | 사랑 | 한국소설
신문은 선생님(2023년 상반기호),전창용,2023-02-01,인문교양서
인생을 숙제처럼 살지 않기로 했다,웃따,2023-02-01,인문교양서 | 불안
아들 취급 설명서,구로카와 이호코,2023-02-01,자녀교육
깃털 달린 여행자,멜리사 마인츠,2023-02-01,교양과학 | 과학이야기
돈은 좋지만 재테크는 겁나는 너에게,뿅글이,2023-02-01,투자가이드 | 자산관리
"메이저리그, 진심의 기록",전훈칠,2023-02-02,야구 | 삶
"날마다, 기타",김철연,2023-02-03,한국에세이
유치원 처음 가는 날,#,2023-02-05,유아그림책
간호사가 되기로 했다,김진수,2023-02-06,한국에세이
런던,이양훈,2023-02-06,지리 | 사회
해리 포터와 마법사의 돌: 래번클로(기숙사 에디션),J. K. 롤링,2023-02-07,영미소설 | 영화원작소설
좋은 삶을 위한 가치 수업,이석재,2023-02-08,윤리 | 철학 | 스토리텔링 | 인문교양서
데미안,헤르만 헤세,2023-02-08,우정 | 철학
"인간 같은 동물, 동물 같은 인간(큰글자책)",이정전,2023-02-09,인문교양서
억대 연봉 버는 웹소설 창작 수업,브라키오,2023-02-10,글쓰기
조화로운 삶,헬렌 니어링,2023-02-10,영미에세이 | 일상
아! 팔레스타인 2,원혜진,2023-02-10,세계사
초등학생을 위한 친절한 한국사 5,노하선,2023-02-10,한국근현대사
공간 없는 시장,신용균,2023-02-10,디지털경제
폭풍열차 4,#,2023-02-10,사랑
푸른 사과의 비밀 1,아르망,2023-02-10,한국소설
초등 사회 진짜 문해력 6-2,배성호,2023-02-10,어린이사회교육
달의 눈물,서철원,2023-02-10,한국소설 | 내적갈등
"우유, 피, 열",단시엘 W. 모니즈,2023-02-10,영미소설
폭풍열차 1,#,2023-02-10,사랑
나도 모르는 내 마음의 심리법칙,야오야오,2023-02-10,마인드컨트롤 | 감정
모두의 경제,오지은,2023-02-10,어린이정치 | 어린이경제
엄마의 정원,배명희,2023-02-10,한국소설
아마도 사랑은 블랙(큰글자책),이광희,2023-02-10,삶의지혜 | 일상 | 한국에세이
마인크래프트: 대혼돈의 무법 지대,수이 데이비스,2023-02-13,판타지 | 어린이동화 | 모험
알다가도 모를 요즘 중학생,조윤정,2023-02-13,철학 | 친구
마스터 마인드,이성민,2023-02-13,한국소설 | 추리소설 | 미스터리소설
21세기의 독립영화,조영각,2023-02-13,예술
저희는 이 행성을 떠납니다,최정원,2023-02-14,한국소설 | 모험 | SF소설 | 친구 | 성장
말문이 터지는 언어놀이,김지호,2023-02-15,자녀교육
꼰대 수성,조수성,2023-02-15,한국에세이 | 자전적에세이 | 가족 | 일상
참을 수 없는 생각의 가벼움,박중현,2023-02-15,한국에세이 | 사회문제 | 문명 | 자기계발
십이국기 9: 백은의 언덕 검은 달 4,오노 후유미,2023-02-15,일본소설
고바야시네 메이드래곤 12,쿨교신자,2023-02-15,일상 | 치유
깊은 강은 언제나 서늘하다,강민구,2023-02-15,한국에세이
랑세의 생애,프랑수아 르네 드 샤토브리앙,2023-02-15,삶 | 사랑 | 행복
"야, 땅돼지!",케스 그레이,2023-02-15,유아그림책
문명의 정원에서 만난 사람들,이충재,2023-02-15,한국에세이 | 중년 | 사회문제
노잉,안도 미후유,2023-02-15,자기관리 | 처세 | 성공 | 인생 | 행복
놀이터에 간 아빠(빅북),#,2023-02-15,상상 | 유아그림책 | 친구
돈  뜨겁게 사랑하고 차갑게 다루어라(22주년 기념 양장 특별판),앙드레 코스톨라니,2023-02-16,주식투자 | 자산관리 | 증권
비명 지르게 하라  불타오르게 하라,레슬리 제이미슨,2023-02-17,글쓰기 | 내면 | 예술 | 인문교양서
비밀을 들어 주는 대나무 숲,한영미,2023-02-20,어린이동화 | 국내창작동화 | 거짓말 | 진실
원어민도 실수하는 회사 영어 글쓰기,피오나 탤벗,2023-02-20,영어회화 | 영어공부 | 직장생활 | 영어작문
붉은 달의 단편소설,김건구,2023-02-20,판타지 | 호러 | 한국소설
